timestamp,value
"2020-01-27 15:25:00",1
"2020-01-27 15:45:00",1
"2020-01-27 16:45:00",1
"2020-01-27 17:40:00",1
"2020-01-27 18:35:00",1
"2020-01-27 18:40:00",1
"2020-01-27 18:55:00",1
"2020-01-27 19:00:00",1
"2020-01-27 19:05:00",1
"2020-01-27 19:30:00",1
"2020-01-27 20:45:00",1
"2020-01-27 22:15:00",1
"2020-01-27 22:25:00",1
"2020-01-27 22:35:00",1
"2020-01-28 04:20:00",1
"2020-01-28 06:10:00",1
"2020-01-28 08:30:00",1
"2020-01-28 08:55:00",1
"2020-01-28 09:55:00",1
"2020-01-28 10:10:00",4
"2020-01-28 10:30:00",1
"2020-01-28 10:40:00",1
"2020-01-28 11:10:00",1
"2020-01-28 12:45:00",1
"2020-01-28 13:20:00",1
"2020-01-28 14:15:00",2
"2020-01-28 14:40:00",1
"2020-01-28 14:50:00",1
"2020-01-28 15:00:00",1
"2020-01-28 15:55:00",1
"2020-01-28 16:15:00",1
"2020-01-28 17:10:00",1
"2020-01-28 17:15:00",1
"2020-01-28 17:30:00",1
"2020-01-28 18:25:00",1
"2020-01-28 19:05:00",2
"2020-01-28 20:05:00",1
"2020-01-29 01:40:00",1
"2020-01-29 01:55:00",2
"2020-01-29 06:20:00",1
"2020-01-29 08:40:00",1
"2020-01-29 08:45:00",1
"2020-01-29 09:05:00",1
"2020-01-29 09:10:00",1
"2020-01-29 09:20:00",1
"2020-01-29 14:20:00",1
"2020-01-29 14:25:00",1
"2020-01-29 15:40:00",1
"2020-01-29 17:05:00",1
"2020-01-29 17:25:00",1
"2020-01-29 18:10:00",1
"2020-01-29 18:20:00",1
"2020-01-29 18:50:00",1
"2020-01-29 19:40:00",1
"2020-01-29 19:55:00",1
"2020-01-29 21:30:00",1
"2020-01-29 21:55:00",1
"2020-01-29 22:05:00",1
"2020-01-29 22:20:00",2
"2020-01-29 23:00:00",1
"2020-01-29 23:10:00",2
"2020-01-29 23:30:00",1
"2020-01-30 00:00:00",2
"2020-01-30 01:30:00",1
"2020-01-30 02:25:00",1
"2020-01-30 03:00:00",1
"2020-01-30 04:10:00",1
"2020-01-30 06:40:00",2
"2020-01-30 06:45:00",2
"2020-01-30 06:50:00",2
"2020-01-30 07:15:00",1
"2020-01-30 07:20:00",1
"2020-01-30 08:25:00",1
"2020-01-30 08:50:00",1
"2020-01-30 09:00:00",1
"2020-01-30 09:05:00",1
"2020-01-30 09:15:00",1
"2020-01-30 10:00:00",1
"2020-01-30 10:10:00",2
"2020-01-30 10:35:00",1
"2020-01-30 11:00:00",3
"2020-01-30 11:10:00",1
"2020-01-30 11:15:00",1
"2020-01-30 12:00:00",1
"2020-01-30 12:05:00",3
"2020-01-30 12:25:00",2
"2020-01-30 12:30:00",1
"2020-01-30 12:35:00",1
"2020-01-30 12:50:00",1
"2020-01-30 12:55:00",1
"2020-01-30 13:25:00",1
"2020-01-30 13:45:00",1
"2020-01-30 13:50:00",1
"2020-01-30 14:15:00",1
"2020-01-30 14:35:00",2
"2020-01-30 15:15:00",1
"2020-01-30 15:20:00",1
"2020-01-30 15:40:00",2
"2020-01-30 16:00:00",1
"2020-01-30 16:35:00",1
"2020-01-30 17:00:00",2
"2020-01-30 17:15:00",1
"2020-01-30 17:40:00",1
"2020-01-30 17:45:00",1
"2020-01-30 18:20:00",1
"2020-01-30 19:00:00",2
"2020-01-30 19:25:00",1
"2020-01-30 19:30:00",1
"2020-01-30 19:55:00",1
"2020-01-30 20:00:00",1
"2020-01-30 20:15:00",1
"2020-01-30 20:20:00",2
"2020-01-30 20:35:00",1
"2020-01-30 20:45:00",1
"2020-01-30 21:25:00",1
"2020-01-30 21:35:00",1
"2020-01-30 21:40:00",1
"2020-01-30 21:50:00",1
